timestamp,pos,future_pos,future_trend
33100,331,351,Uptrend
33100,331,351,Uptrend
33200,332,352,Uptrend
34000,340,360,Downtrend
34100,341,361,Downtrend
34500,345,365,Downtrend
34700,347,367,Downtrend
34700,347,367,Downtrend
35200,352,372,Uptrend
35200,352,372,Uptrend
35400,354,374,Uptrend
36900,369,389,Uptrend
37300,373,393,Uptrend
37800,378,398,Downtrend
37800,378,398,Downtrend
37900,379,399,Downtrend
37900,379,399,Downtrend
37900,379,399,Downtrend
38100,381,401,Downtrend
38300,383,403,Downtrend
38300,383,403,Downtrend
38400,384,404,Downtrend
38400,384,404,Downtrend
39900,399,419,Uptrend
40300,403,423,Uptrend
40400,404,424,Uptrend
40400,404,424,Uptrend
41200,412,432,Uptrend
41200,412,432,Uptrend
41300,413,433,Downtrend
41500,415,435,Downtrend
42800,428,448,Downtrend
42800,428,448,Downtrend
43200,432,452,Downtrend
43200,432,452,Downtrend
43700,437,457,Uptrend
43700,437,457,Uptrend
44400,444,464,Downtrend
44800,448,468,Downtrend
45000,450,470,Downtrend
45200,452,472,Downtrend
45600,456,476,Uptrend
46000,460,480,Uptrend
47200,472,492,Downtrend
47200,472,492,Downtrend
47400,474,494,Downtrend
47400,474,494,Downtrend
48200,482,502,Uptrend
48400,484,504,Uptrend
48400,484,504,Uptrend
48500,485,505,Uptrend
48600,486,506,Uptrend
49000,490,510,Uptrend
49000,490,510,Uptrend
50000,500,520,Downtrend
50200,502,522,Downtrend
50400,504,524,Downtrend
50400,504,524,Downtrend
50500,505,525,Uptrend
50500,505,525,Uptrend
50900,509,529,Uptrend
50900,509,529,Uptrend
51100,511,531,Uptrend
51100,511,531,Uptrend
51200,512,532,Uptrend
51200,512,532,Uptrend
51500,515,535,Uptrend
51600,516,536,Uptrend
52100,521,541,Downtrend
52200,522,542,Downtrend
52500,525,545,Downtrend
52700,527,547,Downtrend
54100,541,561,Uptrend
54500,545,565,Downtrend
55900,559,579,Uptrend
56100,561,581,Uptrend
56100,561,581,Uptrend
56300,563,583,Uptrend
56300,563,583,Uptrend
56800,568,588,Uptrend
56800,568,588,Uptrend
57100,571,591,Downtrend
57600,576,596,Downtrend
57600,576,596,Downtrend
57600,576,596,Downtrend
58300,583,603,Uptrend
58300,583,603,Uptrend
58900,589,609,Downtrend
59100,591,611,Downtrend
59100,591,611,Downtrend
59800,598,618,Downtrend
59800,598,618,Downtrend
61400,614,634,Uptrend
61400,614,634,Uptrend
62300,623,643,Downtrend
62500,625,645,Downtrend
62500,625,645,Downtrend
64200,642,662,Downtrend
64600,646,666,Downtrend
64600,646,666,Downtrend
64800,648,668,Downtrend
64800,648,668,Downtrend
64800,648,668,Downtrend
65400,654,674,Downtrend
65400,654,674,Downtrend
65700,657,677,Uptrend
65700,657,677,Uptrend
65700,657,677,Uptrend
65700,657,677,Uptrend
66300,663,683,Uptrend
66300,663,683,Uptrend
67300,673,693,Downtrend
67300,673,693,Downtrend
67600,676,696,Downtrend
67600,676,696,Downtrend
67900,679,699,Uptrend
68300,683,703,Uptrend
68300,683,703,Uptrend
68300,683,703,Uptrend
69100,691,711,Downtrend
70200,702,722,Uptrend
70200,702,722,Uptrend
70600,706,726,Downtrend
71300,713,733,Downtrend
72200,722,742,Downtrend
72200,722,742,Downtrend
72500,725,745,Downtrend
72500,725,745,Downtrend
72900,729,749,Downtrend
72900,729,749,Downtrend
73000,730,750,Downtrend
73500,735,755,Uptrend
73500,735,755,Uptrend
73900,739,759,Uptrend
74000,740,760,Uptrend
74400,744,764,Downtrend
74400,744,764,Downtrend
75200,752,772,Downtrend
75200,752,772,Downtrend
75300,753,773,Downtrend
75400,754,774,Downtrend
75400,754,774,Downtrend
75600,756,776,Downtrend
75600,756,776,Downtrend
75600,756,776,Downtrend
78300,783,803,Downtrend
78400,784,804,Downtrend
78800,788,808,Downtrend
79100,791,811,Uptrend
79100,791,811,Uptrend
79300,793,813,Uptrend
79300,793,813,Uptrend
79900,799,819,Uptrend
79900,799,819,Uptrend
80500,805,825,Downtrend
80700,807,827,Uptrend
81200,812,832,Uptrend
81200,812,832,Uptrend
82500,825,845,Downtrend
82500,825,845,Downtrend
82500,825,845,Downtrend
82700,827,847,Downtrend
82700,827,847,Downtrend
82900,829,849,Downtrend
83500,835,855,Downtrend
83500,835,855,Downtrend
84800,848,868,Downtrend
85000,850,870,Uptrend
85200,852,872,Uptrend
85500,855,875,Downtrend
85500,855,875,Downtrend
85800,858,878,Downtrend
85800,858,878,Downtrend
86100,861,881,Uptrend
86700,867,887,Uptrend
87000,870,890,Uptrend
87000,870,890,Uptrend
87100,871,891,Uptrend
87100,871,891,Uptrend
88000,880,900,Downtrend
88300,883,903,Uptrend
88400,884,904,Downtrend
88900,889,909,Downtrend
88900,889,909,Downtrend
89100,891,911,Downtrend
90600,906,926,Uptrend
90700,907,927,Uptrend
90800,908,928,Uptrend
90800,908,928,Uptrend
91000,910,930,Uptrend
91200,912,932,Downtrend
91200,912,932,Downtrend
91200,912,932,Downtrend
91200,912,932,Downtrend
91500,915,935,Downtrend
91500,915,935,Downtrend
91800,918,938,Downtrend
92100,921,941,Uptrend
92100,921,941,Uptrend
92100,921,941,Uptrend
92500,925,945,Uptrend
92500,925,945,Uptrend
92600,926,946,Downtrend
93600,936,956,Downtrend
93600,936,956,Downtrend
93700,937,957,Downtrend
93900,939,959,Downtrend
94800,948,968,Uptrend
95500,955,975,Downtrend
95900,959,979,Downtrend
96500,965,985,Uptrend
97400,974,994,Uptrend
97400,974,994,Uptrend
97400,974,994,Uptrend
97400,974,994,Uptrend
97500,975,995,Uptrend
97900,979,999,Uptrend
98100,981,1001,Uptrend
98300,983,1003,Uptrend
98300,983,1003,Uptrend
98400,984,1004,Downtrend
98800,988,1008,Downtrend
99000,990,1010,Uptrend
99000,990,1010,Uptrend
100800,1008,1028,Uptrend
100900,1009,1029,Uptrend
100900,1009,1029,Uptrend
100900,1009,1029,Uptrend
101700,1017,1037,Downtrend
101700,1017,1037,Downtrend
101800,1018,1038,Downtrend
101800,1018,1038,Downtrend
101900,1019,1039,Downtrend
101900,1019,1039,Downtrend
102100,1021,1041,Downtrend
102100,1021,1041,Downtrend
102400,1024,1044,Uptrend
102400,1024,1044,Uptrend
102400,1024,1044,Uptrend
102400,1024,1044,Uptrend
102400,1024,1044,Uptrend
102500,1025,1045,Uptrend
103100,1031,1051,Downtrend
103100,1031,1051,Downtrend
103900,1039,1059,Downtrend
104400,1044,1064,Uptrend
104400,1044,1064,Uptrend
104500,1045,1065,Uptrend
104500,1045,1065,Uptrend
104600,1046,1066,Uptrend
104600,1046,1066,Uptrend
104700,1047,1067,Uptrend
104700,1047,1067,Uptrend
105200,1052,1072,Uptrend
105200,1052,1072,Uptrend
105700,1057,1077,Downtrend
106900,1069,1089,Uptrend
106900,1069,1089,Uptrend
107600,1076,1096,Uptrend
107600,1076,1096,Uptrend
108000,1080,1100,Uptrend
110400,1104,1124,Uptrend
111400,1114,1134,Downtrend
111400,1114,1134,Downtrend
111500,1115,1135,Downtrend
111800,1118,1138,Downtrend
111800,1118,1138,Downtrend
112300,1123,1143,Uptrend
112300,1123,1143,Uptrend
112400,1124,1144,Uptrend
112600,1126,1146,Uptrend
112900,1129,1149,Uptrend
112900,1129,1149,Uptrend
113200,1132,1152,Uptrend
114100,1141,1161,Uptrend
114100,1141,1161,Uptrend
114200,1142,1162,Uptrend
114200,1142,1162,Uptrend
114700,1147,1167,Uptrend
114800,1148,1168,Downtrend
115000,1150,1170,Downtrend
115000,1150,1170,Downtrend
115000,1150,1170,Downtrend
115400,1154,1174,Uptrend
115400,1154,1174,Uptrend
115400,1154,1174,Uptrend
116000,1160,1180,Downtrend
116100,1161,1181,Downtrend
116100,1161,1181,Downtrend
116600,1166,1186,Uptrend
116900,1169,1189,Uptrend
117300,1173,1193,Downtrend
117500,1175,1195,Downtrend
117500,1175,1195,Downtrend
117700,1177,1197,Downtrend
117700,1177,1197,Downtrend
118600,1186,1206,Uptrend
118800,1188,1208,Uptrend
119000,1190,1210,Uptrend
119900,1199,1219,Downtrend
120300,1203,1223,Downtrend
120300,1203,1223,Downtrend
120400,1204,1224,Downtrend
121400,1214,1234,Uptrend
121400,1214,1234,Uptrend
121600,1216,1236,Uptrend
121600,1216,1236,Uptrend
122200,1222,1242,Uptrend
122200,1222,1242,Uptrend
122500,1225,1245,Uptrend
122500,1225,1245,Uptrend
122900,1229,1249,Downtrend
122900,1229,1249,Downtrend
125100,1251,1271,Downtrend
125100,1251,1271,Downtrend
125300,1253,1273,Uptrend
125300,1253,1273,Uptrend
125600,1256,1276,Downtrend
125800,1258,1278,Downtrend
125800,1258,1278,Downtrend
126400,1264,1284,Uptrend
126400,1264,1284,Uptrend
126600,1266,1286,Downtrend
126700,1267,1287,Downtrend
126700,1267,1287,Downtrend
126700,1267,1287,Downtrend
126700,1267,1287,Downtrend
127400,1274,1294,Uptrend
127400,1274,1294,Uptrend
127800,1278,1298,Uptrend
127900,1279,1299,Uptrend
128000,1280,1300,Uptrend
128000,1280,1300,Uptrend
128000,1280,1300,Uptrend
128000,1280,1300,Uptrend
128200,1282,1302,Downtrend
129100,1291,1311,Downtrend
129100,1291,1311,Downtrend
129200,1292,1312,Downtrend
129200,1292,1312,Downtrend
129600,1296,1316,Downtrend
129600,1296,1316,Downtrend
129700,1297,1317,Downtrend
130000,1300,1320,Uptrend
130400,1304,1324,Uptrend
130700,1307,1327,Uptrend
131900,1319,1339,Downtrend
132500,1325,1345,Downtrend
134300,1343,1363,Downtrend
135000,1350,1370,Uptrend
135000,1350,1370,Uptrend
135400,1354,1374,Uptrend
135700,1357,1377,Uptrend
136500,1365,1385,Downtrend
136600,1366,1386,Downtrend
136600,1366,1386,Downtrend
136800,1368,1388,Downtrend
136800,1368,1388,Downtrend
137300,1373,1393,Uptrend
137700,1377,1397,Uptrend
137700,1377,1397,Uptrend
138000,1380,1400,Downtrend
138700,1387,1407,Downtrend
138700,1387,1407,Downtrend
140700,1407,1427,Downtrend
140800,1408,1428,Downtrend
141100,1411,1431,Uptrend
141100,1411,1431,Uptrend
141200,1412,1432,Uptrend
141500,1415,1435,Uptrend
141500,1415,1435,Uptrend
142100,1421,1441,Uptrend
142300,1423,1443,Uptrend
142300,1423,1443,Uptrend
143100,1431,1451,Downtrend
143300,1433,1453,Downtrend
144800,1448,1468,Downtrend
145300,1453,1473,Downtrend
145600,1456,1476,Downtrend
145600,1456,1476,Downtrend
145600,1456,1476,Downtrend
145700,1457,1477,Downtrend
146100,1461,1481,Downtrend
146700,1467,1487,Uptrend
147600,1476,1496,Uptrend
148900,1489,1509,Uptrend
149400,1494,1514,Uptrend
149400,1494,1514,Uptrend
149900,1499,1519,Downtrend
150100,1501,1521,Uptrend
150100,1501,1521,Uptrend
151600,1516,1536,Uptrend
152000,1520,1540,Downtrend
152400,1524,1544,Uptrend
152500,1525,1545,Uptrend
152900,1529,1549,Downtrend
153800,1538,1558,Downtrend
154200,1542,1562,Uptrend
154200,1542,1562,Uptrend
154300,1543,1563,Uptrend
154300,1543,1563,Uptrend
154900,1549,1569,Uptrend
155200,1552,1572,Uptrend
155200,1552,1572,Uptrend
155500,1555,1575,Downtrend
155500,1555,1575,Downtrend
156000,1560,1580,Downtrend
156400,1564,1584,Downtrend
157300,1573,1593,Downtrend
157600,1576,1596,Downtrend
157600,1576,1596,Downtrend
158100,1581,1601,Downtrend
158200,1582,1602,Downtrend
158200,1582,1602,Downtrend
159000,1590,1610,Uptrend
159500,1595,1615,Downtrend
159700,1597,1617,Downtrend
159700,1597,1617,Downtrend
159800,1598,1618,Downtrend
159800,1598,1618,Downtrend
159900,1599,1619,Downtrend
160200,1602,1622,Downtrend
160200,1602,1622,Downtrend
161000,1610,1630,Downtrend
161100,1611,1631,Downtrend
161100,1611,1631,Downtrend
162000,1620,1640,Uptrend
162100,1621,1641,Uptrend
162300,1623,1643,Uptrend
163600,1636,1656,Downtrend
163800,1638,1658,Downtrend
163800,1638,1658,Downtrend
163800,1638,1658,Downtrend
165000,1650,1670,Uptrend
165000,1650,1670,Uptrend
165100,1651,1671,Uptrend
165200,1652,1672,Uptrend
165700,1657,1677,Uptrend
165800,1658,1678,Uptrend
166500,1665,1685,Uptrend
166500,1665,1685,Uptrend
166600,1666,1686,Uptrend
166600,1666,1686,Uptrend
167100,1671,1691,Downtrend
167100,1671,1691,Downtrend
168100,1681,1701,Uptrend
168500,1685,1705,Uptrend
168500,1685,1705,Uptrend
168900,1689,1709,Downtrend
170300,1703,1723,Uptrend
170300,1703,1723,Uptrend
170300,1703,1723,Uptrend
170700,1707,1727,Uptrend
170700,1707,1727,Uptrend
172000,1720,1740,Uptrend
172000,1720,1740,Uptrend
172100,1721,1741,Uptrend
172300,1723,1743,Uptrend
172300,1723,1743,Uptrend
172400,1724,1744,Downtrend
172400,1724,1744,Downtrend
172500,1725,1745,Downtrend
172500,1725,1745,Downtrend
172900,1729,1749,Downtrend
172900,1729,1749,Downtrend
173100,1731,1751,Downtrend
173100,1731,1751,Downtrend
173300,1733,1753,Downtrend
173300,1733,1753,Downtrend
174700,1747,1767,Downtrend
174800,1748,1768,Downtrend
174800,1748,1768,Downtrend
175200,1752,1772,Downtrend
175200,1752,1772,Downtrend
175300,1753,1773,Downtrend
175500,1755,1775,Downtrend
175500,1755,1775,Downtrend
175800,1758,1778,Downtrend
175800,1758,1778,Downtrend
176500,1765,1785,Uptrend
178100,1781,1801,Downtrend
178100,1781,1801,Downtrend
179300,1793,1813,Downtrend
179300,1793,1813,Downtrend
179700,1797,1817,Uptrend
179700,1797,1817,Uptrend
179900,1799,1819,Downtrend
180900,1809,1829,Downtrend
180900,1809,1829,Downtrend
180900,1809,1829,Downtrend
181300,1813,1833,Uptrend
182100,1821,1841,Uptrend
182300,1823,1843,Uptrend
182300,1823,1843,Uptrend
182800,1828,1848,Downtrend
182800,1828,1848,Downtrend
183000,1830,1850,Downtrend
183000,1830,1850,Downtrend
183200,1832,1852,Downtrend
183200,1832,1852,Downtrend
183300,1833,1853,Downtrend
183300,1833,1853,Downtrend
183800,1838,1858,Uptrend
183800,1838,1858,Uptrend
183900,1839,1859,Uptrend
183900,1839,1859,Uptrend
183900,1839,1859,Uptrend
183900,1839,1859,Uptrend
185800,1858,1878,Downtrend
186200,1862,1882,Downtrend
186200,1862,1882,Downtrend
186300,1863,1883,Downtrend
187500,1875,1895,Uptrend
187500,1875,1895,Uptrend
187600,1876,1896,Uptrend
188200,1882,1902,Uptrend
188200,1882,1902,Uptrend
188200,1882,1902,Uptrend
188600,1886,1906,Downtrend
188600,1886,1906,Downtrend
189100,1891,1911,Uptrend
189100,1891,1911,Uptrend
189400,1894,1914,Uptrend
189600,1896,1916,Downtrend
190200,1902,1922,Downtrend
190200,1902,1922,Downtrend
190300,1903,1923,Downtrend
190300,1903,1923,Downtrend
191000,1910,1930,Uptrend
191800,1918,1938,Downtrend
192100,1921,1941,Uptrend
192100,1921,1941,Uptrend
192300,1923,1943,Downtrend
192800,1928,1948,Uptrend
193000,1930,1950,Uptrend
193000,1930,1950,Uptrend
193100,1931,1951,Uptrend
194100,1941,1961,Downtrend
194100,1941,1961,Downtrend
194500,1945,1965,Downtrend
194900,1949,1969,Uptrend
194900,1949,1969,Uptrend
195200,1952,1972,Uptrend
195800,1958,1978,Downtrend
195800,1958,1978,Downtrend
196400,1964,1984,Downtrend
196400,1964,1984,Downtrend
196400,1964,1984,Downtrend
196400,1964,1984,Downtrend
196500,1965,1985,Downtrend
196500,1965,1985,Downtrend
197200,1972,1992,Downtrend
197200,1972,1992,Downtrend
197200,1972,1992,Downtrend
197400,1974,1994,Downtrend
197900,1979,1999,Uptrend
197900,1979,1999,Uptrend
198200,1982,2002,Uptrend
198300,1983,2003,Uptrend
198300,1983,2003,Uptrend
198600,1986,2006,Downtrend
200600,2006,2026,Downtrend
200600,2006,2026,Downtrend
201300,2013,2033,Uptrend
201300,2013,2033,Uptrend
201500,2015,2035,Uptrend
201600,2016,2036,Uptrend
202100,2021,2041,Uptrend
202300,2023,2043,Uptrend
202300,2023,2043,Uptrend
203300,2033,2053,Downtrend
203300,2033,2053,Downtrend
203300,2033,2053,Downtrend
203300,2033,2053,Downtrend
203500,2035,2055,Downtrend
203600,2036,2056,Downtrend
205100,2051,2071,Uptrend
205100,2051,2071,Uptrend
205300,2053,2073,Uptrend
205300,2053,2073,Uptrend
205600,2056,2076,Uptrend
206400,2064,2084,Downtrend
206800,2068,2088,Downtrend
206800,2068,2088,Downtrend
207500,2075,2095,Uptrend
207500,2075,2095,Uptrend
208000,2080,2100,Downtrend
208400,2084,2104,Downtrend
208800,2088,2108,Uptrend
208900,2089,2109,Uptrend
209500,2095,2115,Uptrend
210700,2107,2127,Downtrend
211100,2111,2131,Uptrend
211200,2112,2132,Uptrend
211200,2112,2132,Uptrend
211300,2113,2133,Uptrend
211300,2113,2133,Uptrend
211700,2117,2137,Uptrend
211700,2117,2137,Uptrend
212200,2122,2142,Downtrend
212300,2123,2143,Downtrend
212300,2123,2143,Downtrend
212900,2129,2149,Downtrend
212900,2129,2149,Downtrend
212900,2129,2149,Downtrend
213100,2131,2151,Downtrend
213100,2131,2151,Downtrend
213200,2132,2152,Downtrend
213200,2132,2152,Downtrend
213400,2134,2154,Downtrend
213600,2136,2156,Uptrend
213600,2136,2156,Uptrend
213800,2138,2158,Uptrend
214800,2148,2168,Uptrend
214800,2148,2168,Uptrend
215800,2158,2178,Downtrend
215900,2159,2179,Downtrend
216100,2161,2181,Downtrend
216100,2161,2181,Downtrend
216500,2165,2185,Uptrend
216500,2165,2185,Uptrend
217400,2174,2194,Uptrend
217400,2174,2194,Uptrend
217700,2177,2197,Downtrend
217700,2177,2197,Downtrend
218100,2181,2201,Downtrend
218100,2181,2201,Downtrend
218200,2182,2202,Downtrend
219100,2191,2211,Uptrend
219100,2191,2211,Uptrend
220200,2202,2222,Uptrend
220600,2206,2226,Uptrend
220600,2206,2226,Uptrend
221000,2210,2230,Uptrend
221000,2210,2230,Uptrend
221900,2219,2239,Downtrend
221900,2219,2239,Downtrend
222400,2224,2244,Downtrend
222400,2224,2244,Downtrend
222500,2225,2245,Downtrend
222500,2225,2245,Downtrend
222700,2227,2247,Uptrend
223700,2237,2257,Downtrend
223700,2237,2257,Downtrend
224400,2244,2264,Downtrend
224400,2244,2264,Downtrend
224500,2245,2265,Downtrend
225200,2252,2272,Downtrend
225200,2252,2272,Downtrend
225400,2254,2274,Downtrend
225400,2254,2274,Downtrend
226300,2263,2283,Uptrend
226300,2263,2283,Uptrend
226300,2263,2283,Uptrend
226800,2268,2288,Uptrend
226800,2268,2288,Uptrend
227100,2271,2291,Uptrend
227100,2271,2291,Uptrend
227100,2271,2291,Uptrend
227100,2271,2291,Uptrend
227300,2273,2293,Uptrend
228600,2286,2306,Downtrend
228600,2286,2306,Downtrend
228800,2288,2308,Uptrend
228800,2288,2308,Uptrend
228900,2289,2309,Uptrend
229500,2295,2315,Downtrend
229700,2297,2317,Downtrend
229700,2297,2317,Downtrend
230000,2300,2320,Downtrend
230000,2300,2320,Downtrend
230200,2302,2322,Uptrend
230200,2302,2322,Uptrend
230800,2308,2328,Uptrend
230800,2308,2328,Uptrend
231100,2311,2331,Downtrend
231100,2311,2331,Downtrend
231200,2312,2332,Downtrend
231700,2317,2337,Downtrend
232200,2322,2342,Downtrend
232200,2322,2342,Downtrend
232700,2327,2347,Downtrend
232800,2328,2348,Downtrend
232800,2328,2348,Downtrend
233600,2336,2356,Uptrend
234100,2341,2361,Downtrend
236100,2361,2381,Downtrend
236100,2361,2381,Downtrend
236300,2363,2383,Downtrend
236300,2363,2383,Downtrend
236400,2364,2384,Downtrend
237900,2379,2399,Downtrend
238900,2389,2409,Uptrend
238900,2389,2409,Uptrend
239600,2396,2416,Downtrend
240200,2402,2422,Downtrend
240200,2402,2422,Downtrend
241500,2415,2435,Uptrend
242300,2423,2443,Downtrend
242300,2423,2443,Downtrend
242600,2426,2446,Downtrend
242600,2426,2446,Downtrend
243000,2430,2450,Downtrend
243400,2434,2454,Downtrend
243900,2439,2459,Downtrend
243900,2439,2459,Downtrend
243900,2439,2459,Downtrend
244100,2441,2461,Downtrend
244100,2441,2461,Downtrend
244300,2443,2463,Downtrend
244300,2443,2463,Downtrend
245300,2453,2473,Uptrend
245300,2453,2473,Uptrend
247500,2475,2495,Uptrend
247500,2475,2495,Uptrend
247700,2477,2497,Downtrend
248800,2488,2508,Uptrend
248800,2488,2508,Uptrend
249200,2492,2512,Uptrend
249200,2492,2512,Uptrend
249300,2493,2513,Uptrend
249300,2493,2513,Uptrend
249700,2497,2517,Downtrend
250100,2501,2521,Downtrend
250100,2501,2521,Downtrend
250100,2501,2521,Downtrend
250300,2503,2523,Downtrend
250400,2504,2524,Downtrend
250400,2504,2524,Downtrend
250400,2504,2524,Downtrend
250400,2504,2524,Downtrend
250700,2507,2527,Downtrend
251100,2511,2531,Downtrend
251400,2514,2534,Uptrend
251400,2514,2534,Uptrend
251400,2514,2534,Uptrend
251400,2514,2534,Uptrend
251400,2514,2534,Uptrend
251400,2514,2534,Uptrend
251500,2515,2535,Uptrend
251800,2518,2538,Uptrend
251900,2519,2539,Uptrend
252700,2527,2547,Downtrend
253000,2530,2550,Downtrend
253000,2530,2550,Downtrend
253500,2535,2555,Downtrend
253500,2535,2555,Downtrend
253800,2538,2558,Uptrend
254300,2543,2563,Uptrend
254300,2543,2563,Uptrend
254900,2549,2569,Uptrend
254900,2549,2569,Uptrend
256200,2562,2582,Downtrend
256200,2562,2582,Downtrend
256400,2564,2584,Downtrend
257100,2571,2591,Downtrend
257100,2571,2591,Downtrend
257100,2571,2591,Downtrend
257100,2571,2591,Downtrend
258000,2580,2600,Uptrend
258400,2584,2604,Uptrend
258400,2584,2604,Uptrend
259200,2592,2612,Uptrend
259800,2598,2618,Uptrend
259800,2598,2618,Uptrend
260200,2602,2622,Downtrend
260500,2605,2625,Downtrend
260600,2606,2626,Downtrend
260600,2606,2626,Downtrend
260600,2606,2626,Downtrend
260600,2606,2626,Downtrend
260600,2606,2626,Downtrend
260600,2606,2626,Downtrend
260600,2606,2626,Downtrend
260800,2608,2628,Downtrend
260900,2609,2629,Downtrend
261200,2612,2632,Downtrend
261200,2612,2632,Downtrend
262200,2622,2642,Uptrend
262200,2622,2642,Uptrend
263500,2635,2655,Downtrend
264600,2646,2666,Uptrend
265500,2655,2675,Uptrend
265500,2655,2675,Uptrend
266000,2660,2680,Uptrend
266000,2660,2680,Uptrend
266400,2664,2684,Uptrend
266400,2664,2684,Uptrend
266600,2666,2686,Uptrend
266600,2666,2686,Uptrend
269100,2691,2711,Uptrend
269100,2691,2711,Uptrend
269300,2693,2713,Uptrend
269600,2696,2716,Downtrend
269600,2696,2716,Downtrend
270300,2703,2723,Downtrend
270300,2703,2723,Downtrend
271000,2710,2730,Uptrend
271200,2712,2732,Downtrend
271600,2716,2736,Downtrend
271600,2716,2736,Downtrend
271900,2719,2739,Downtrend
271900,2719,2739,Downtrend
272200,2722,2742,Uptrend
272900,2729,2749,Downtrend
272900,2729,2749,Downtrend
273200,2732,2752,Uptrend
273300,2733,2753,Uptrend
273800,2738,2758,Downtrend
273800,2738,2758,Downtrend
274000,2740,2760,Downtrend
274900,2749,2769,Downtrend
274900,2749,2769,Downtrend
275400,2754,2774,Uptrend
276300,2763,2783,Downtrend
276300,2763,2783,Downtrend
276900,2769,2789,Downtrend
278500,2785,2805,Downtrend
279400,2794,2814,Uptrend
279400,2794,2814,Uptrend
279400,2794,2814,Uptrend
279500,2795,2815,Uptrend
279500,2795,2815,Uptrend
280800,2808,2828,Downtrend
280900,2809,2829,Uptrend
280900,2809,2829,Uptrend
281100,2811,2831,Uptrend
281100,2811,2831,Uptrend
281700,2817,2837,Downtrend
281800,2818,2838,Downtrend
281800,2818,2838,Downtrend
281800,2818,2838,Downtrend
281800,2818,2838,Downtrend
281800,2818,2838,Downtrend
283800,2838,2858,Uptrend
284100,2841,2861,Downtrend
284100,2841,2861,Downtrend
284100,2841,2861,Downtrend
284100,2841,2861,Downtrend
284100,2841,2861,Downtrend
284300,2843,2863,Downtrend
284700,2847,2867,Uptrend
284700,2847,2867,Uptrend
284800,2848,2868,Downtrend
286200,2862,2882,Downtrend
286200,2862,2882,Downtrend
286500,2865,2885,Downtrend
286500,2865,2885,Downtrend
286500,2865,2885,Downtrend
287500,2875,2895,Uptrend
287500,2875,2895,Uptrend
287900,2879,2899,Uptrend
287900,2879,2899,Uptrend
288300,2883,2903,Downtrend
288300,2883,2903,Downtrend
288400,2884,2904,Uptrend
289100,2891,2911,Downtrend
289400,2894,2914,Downtrend
289400,2894,2914,Downtrend
289600,2896,2916,Downtrend
290800,2908,2928,Uptrend
290800,2908,2928,Uptrend
291400,2914,2934,Downtrend
291800,2918,2938,Downtrend
293500,2935,2955,Downtrend
293500,2935,2955,Downtrend
294500,2945,2965,Downtrend
294500,2945,2965,Downtrend
294500,2945,2965,Downtrend
294500,2945,2965,Downtrend
294700,2947,2967,Downtrend
294700,2947,2967,Downtrend
296100,2961,2981,Downtrend
296100,2961,2981,Downtrend
296700,2967,2987,Downtrend
296800,2968,2988,Downtrend
296800,2968,2988,Downtrend
298100,2981,3001,Downtrend
298100,2981,3001,Downtrend
298700,2987,3007,Downtrend
298700,2987,3007,Downtrend
298700,2987,3007,Downtrend
298900,2989,3009,Downtrend
