timestamp,pos,future_pos,future_trend
324000,3240,3260,Uptrend
324000,3240,3260,Uptrend
326300,3263,3283,Downtrend
326300,3263,3283,Downtrend
337300,3373,3393,Uptrend
337300,3373,3393,Uptrend
363300,3633,3653,Downtrend
363300,3633,3653,Downtrend
364100,3641,3661,Uptrend
364100,3641,3661,Uptrend
365000,3650,3670,Downtrend
365000,3650,3670,Downtrend
385800,3858,3878,Uptrend
385800,3858,3878,Uptrend
387000,3870,3890,Uptrend
389500,3895,3915,Downtrend
389500,3895,3915,Downtrend
392000,3920,3940,Downtrend
392000,3920,3940,Downtrend
393000,3930,3950,Downtrend
393000,3930,3950,Downtrend
393000,3930,3950,Downtrend
393000,3930,3950,Downtrend
407900,4079,4099,Uptrend
407900,4079,4099,Uptrend
409100,4091,4111,Downtrend
413200,4132,4152,Downtrend
413200,4132,4152,Downtrend
433600,4336,4356,Uptrend
438300,4383,4403,Uptrend
439100,4391,4411,Downtrend
439100,4391,4411,Downtrend
447600,4476,4496,Downtrend
447600,4476,4496,Downtrend
448700,4487,4507,Uptrend
451000,4510,4530,Uptrend
451000,4510,4530,Uptrend
461400,4614,4634,Uptrend
461400,4614,4634,Uptrend
467400,4674,4694,Downtrend
475700,4757,4777,Uptrend
476700,4767,4787,Uptrend
477200,4772,4792,Downtrend
493100,4931,4951,Uptrend
493100,4931,4951,Uptrend
496900,4969,4989,Downtrend
496900,4969,4989,Downtrend
502900,5029,5049,Uptrend
502900,5029,5049,Uptrend
504400,5044,5064,Downtrend
504400,5044,5064,Downtrend
505900,5059,5079,Uptrend
505900,5059,5079,Uptrend
506100,5061,5081,Downtrend
506100,5061,5081,Downtrend
513900,5139,5159,Uptrend
513900,5139,5159,Uptrend
514300,5143,5163,Uptrend
536500,5365,5385,Downtrend
536500,5365,5385,Downtrend
538400,5384,5404,Downtrend
538400,5384,5404,Downtrend
541200,5412,5432,Downtrend
541200,5412,5432,Downtrend
546200,5462,5482,Uptrend
568700,5687,5707,Uptrend
568700,5687,5707,Uptrend
569600,5696,5716,Downtrend
569600,5696,5716,Downtrend
584800,5848,5868,Uptrend
587600,5876,5896,Downtrend
587600,5876,5896,Downtrend
592700,5927,5947,Uptrend
592700,5927,5947,Uptrend
593000,5930,5950,Uptrend
593000,5930,5950,Uptrend
596000,5960,5980,Downtrend
596000,5960,5980,Downtrend
608100,6081,6101,Uptrend
608100,6081,6101,Uptrend
613100,6131,6151,Downtrend
620400,6204,6224,Uptrend
621500,6215,6235,Uptrend
621500,6215,6235,Uptrend
624000,6240,6260,Downtrend
624000,6240,6260,Downtrend
632300,6323,6343,Uptrend
632300,6323,6343,Uptrend
648300,6483,6503,Uptrend
648300,6483,6503,Uptrend
651800,6518,6538,Uptrend
655300,6553,6573,Uptrend
674900,6749,6769,Downtrend
685800,6858,6878,Uptrend
692000,6920,6940,Downtrend
700500,7005,7025,Downtrend
700500,7005,7025,Downtrend
708200,7082,7102,Uptrend
717500,7175,7195,Downtrend
717500,7175,7195,Downtrend
735000,7350,7370,Uptrend
735000,7350,7370,Uptrend
739100,7391,7411,Downtrend
739100,7391,7411,Downtrend
739400,7394,7414,Downtrend
739400,7394,7414,Downtrend
740800,7408,7428,Downtrend
740800,7408,7428,Downtrend
741300,7413,7433,Uptrend
741300,7413,7433,Uptrend
744700,7447,7467,Uptrend
744700,7447,7467,Uptrend
748800,7488,7508,Downtrend
750200,7502,7522,Downtrend
750200,7502,7522,Downtrend
751700,7517,7537,Uptrend
753300,7533,7553,Downtrend
753300,7533,7553,Downtrend
753600,7536,7556,Downtrend
753600,7536,7556,Downtrend
754800,7548,7568,Downtrend
754800,7548,7568,Downtrend
756600,7566,7586,Uptrend
773900,7739,7759,Downtrend
773900,7739,7759,Downtrend
780200,7802,7822,Uptrend
785200,7852,7872,Downtrend
787200,7872,7892,Downtrend
810500,8105,8125,Uptrend
812700,8127,8147,Downtrend
815200,8152,8172,Downtrend
816600,8166,8186,Uptrend
828000,8280,8300,Uptrend
834200,8342,8362,Uptrend
836100,8361,8381,Downtrend
836100,8361,8381,Downtrend
836100,8361,8381,Downtrend
836300,8363,8383,Downtrend
836300,8363,8383,Downtrend
836300,8363,8383,Downtrend
839300,8393,8413,Uptrend
853500,8535,8555,Downtrend
857100,8571,8591,Downtrend
857100,8571,8591,Downtrend
857100,8571,8591,Downtrend
861100,8611,8631,Downtrend
861100,8611,8631,Downtrend
871400,8714,8734,Downtrend
873300,8733,8753,Uptrend
873300,8733,8753,Uptrend
873300,8733,8753,Uptrend
875800,8758,8778,Uptrend
879400,8794,8814,Downtrend
879400,8794,8814,Downtrend
891000,8910,8930,Downtrend
891000,8910,8930,Downtrend
916600,9166,9186,Uptrend
916600,9166,9186,Uptrend
933800,9338,9358,Uptrend
941400,9414,9434,Uptrend
948500,9485,9505,Downtrend
948500,9485,9505,Downtrend
953200,9532,9552,Downtrend
961400,9614,9634,Downtrend
961400,9614,9634,Downtrend
972700,9727,9747,Downtrend
974000,9740,9760,Uptrend
974000,9740,9760,Uptrend
979000,9790,9810,Uptrend
979000,9790,9810,Uptrend
993400,9934,9954,Uptrend
993400,9934,9954,Uptrend
993400,9934,9954,Uptrend
996900,9969,9989,Uptrend
996900,9969,9989,Uptrend
997500,9975,9995,Downtrend
997500,9975,9995,Downtrend
997500,9975,9995,Downtrend
997800,9978,9998,Downtrend
997800,9978,9998,Downtrend
997800,9978,9998,Downtrend
997800,9978,9998,Downtrend
997900,9979,9999,Downtrend
997900,9979,9999,Downtrend
999500,9995,10015,
10800,108,128,Downtrend
10800,108,128,Downtrend
10800,108,128,Downtrend
22000,220,240,Uptrend
22000,220,240,Uptrend
23800,238,258,Downtrend
23800,238,258,Downtrend
34300,343,363,Downtrend
42500,425,445,Uptrend
43600,436,456,Uptrend
43600,436,456,Uptrend
43700,437,457,Uptrend
47900,479,499,Downtrend
47900,479,499,Downtrend
48600,486,506,Uptrend
56400,564,584,Uptrend
92800,928,948,Downtrend
99300,993,1013,Uptrend
99300,993,1013,Uptrend
101400,1014,1034,Downtrend
101400,1014,1034,Downtrend
116100,1161,1181,Downtrend
116100,1161,1181,Downtrend
116900,1169,1189,Uptrend
128300,1283,1303,Uptrend
128300,1283,1303,Uptrend
131800,1318,1338,Downtrend
131800,1318,1338,Downtrend
133500,1335,1355,Downtrend
133500,1335,1355,Downtrend
133500,1335,1355,Downtrend
133500,1335,1355,Downtrend
139100,1391,1411,Uptrend
146500,1465,1485,Downtrend
146500,1465,1485,Downtrend
148700,1487,1507,Downtrend
148700,1487,1507,Downtrend
161000,1610,1630,Downtrend
161000,1610,1630,Downtrend
175700,1757,1777,Uptrend
175700,1757,1777,Uptrend
181200,1812,1832,Uptrend
185600,1856,1876,Uptrend
185600,1856,1876,Uptrend
187100,1871,1891,Downtrend
187100,1871,1891,Downtrend
187100,1871,1891,Downtrend
194100,1941,1961,Downtrend
194100,1941,1961,Downtrend
203400,2034,2054,Downtrend
203400,2034,2054,Downtrend
250600,2506,2526,Downtrend
263100,2631,2651,Downtrend
263100,2631,2651,Downtrend
263400,2634,2654,Downtrend
263400,2634,2654,Downtrend
263600,2636,2656,Downtrend
263600,2636,2656,Downtrend
265300,2653,2673,Uptrend
270800,2708,2728,Downtrend
270800,2708,2728,Downtrend
270800,2708,2728,Downtrend
282400,2824,2844,Uptrend
282400,2824,2844,Uptrend
289000,2890,2910,Downtrend
289000,2890,2910,Downtrend
290800,2908,2928,Uptrend
293300,2933,2953,Uptrend
304800,3048,3068,Uptrend
304800,3048,3068,Uptrend
315500,3155,3175,Downtrend
315500,3155,3175,Downtrend
316300,3163,3183,Uptrend
316300,3163,3183,Uptrend
319200,3192,3212,Uptrend
319200,3192,3212,Uptrend
320900,3209,3229,Downtrend
320900,3209,3229,Downtrend
351600,3516,3536,Uptrend
352800,3528,3548,Downtrend
352800,3528,3548,Downtrend
352800,3528,3548,Downtrend
353100,3531,3551,Downtrend
353400,3534,3554,Uptrend
357900,3579,3599,Downtrend
357900,3579,3599,Downtrend
369400,3694,3714,Uptrend
370900,3709,3729,Uptrend
377100,3771,3791,Uptrend
383300,3833,3853,Downtrend
383300,3833,3853,Downtrend
405200,4052,4072,Downtrend
417000,4170,4190,Downtrend
417000,4170,4190,Downtrend
417000,4170,4190,Downtrend
417000,4170,4190,Downtrend
429500,4295,4315,Downtrend
429500,4295,4315,Downtrend
433500,4335,4355,Downtrend
433500,4335,4355,Downtrend
436000,4360,4380,Downtrend
436000,4360,4380,Downtrend
437400,4374,4394,Uptrend
439700,4397,4417,Uptrend
441300,4413,4433,Downtrend
441300,4413,4433,Downtrend
442200,4422,4442,Uptrend
442200,4422,4442,Uptrend
442200,4422,4442,Uptrend
458800,4588,4608,Uptrend
472900,4729,4749,Uptrend
472900,4729,4749,Uptrend
474500,4745,4765,Uptrend
474600,4746,4766,Uptrend
474600,4746,4766,Uptrend
478800,4788,4808,Uptrend
478800,4788,4808,Uptrend
478800,4788,4808,Uptrend
478800,4788,4808,Uptrend
530600,5306,5326,Downtrend
531300,5313,5333,Uptrend
537500,5375,5395,Uptrend
537500,5375,5395,Uptrend
550200,5502,5522,Downtrend
550200,5502,5522,Downtrend
563000,5630,5650,Downtrend
572900,5729,5749,Uptrend
572900,5729,5749,Uptrend
572900,5729,5749,Uptrend
575700,5757,5777,Downtrend
575700,5757,5777,Downtrend
579000,5790,5810,Downtrend
579000,5790,5810,Downtrend
579000,5790,5810,Downtrend
583300,5833,5853,Downtrend
585400,5854,5874,Downtrend
585400,5854,5874,Downtrend
585700,5857,5877,Downtrend
585700,5857,5877,Downtrend
585800,5858,5878,Downtrend
585800,5858,5878,Downtrend
590600,5906,5926,Downtrend
590600,5906,5926,Downtrend
591900,5919,5939,Uptrend
594400,5944,5964,Uptrend
607400,6074,6094,Uptrend
608100,6081,6101,Uptrend
608100,6081,6101,Uptrend
609400,6094,6114,Downtrend
609400,6094,6114,Downtrend
610100,6101,6121,Downtrend
610100,6101,6121,Downtrend
612800,6128,6148,Downtrend
612800,6128,6148,Downtrend
615400,6154,6174,Uptrend
615400,6154,6174,Uptrend
621200,6212,6232,Uptrend
621200,6212,6232,Uptrend
624900,6249,6269,Downtrend
625400,6254,6274,Uptrend
625400,6254,6274,Uptrend
628900,6289,6309,Downtrend
647400,6474,6494,Uptrend
666500,6665,6685,Downtrend
669900,6699,6719,Downtrend
672400,6724,6744,Downtrend
677800,6778,6798,Downtrend
682000,6820,6840,Downtrend
682000,6820,6840,Downtrend
687000,6870,6890,Downtrend
687000,6870,6890,Downtrend
706400,7064,7084,Downtrend
706400,7064,7084,Downtrend
714600,7146,7166,Downtrend
714600,7146,7166,Downtrend
719200,7192,7212,Downtrend
719200,7192,7212,Downtrend
721900,7219,7239,Downtrend
721900,7219,7239,Downtrend
724500,7245,7265,Uptrend
724500,7245,7265,Uptrend
727100,7271,7291,Uptrend
727100,7271,7291,Uptrend
745100,7451,7471,Downtrend
745100,7451,7471,Downtrend
762800,7628,7648,Downtrend
776400,7764,7784,Uptrend
776400,7764,7784,Uptrend
779600,7796,7816,Downtrend
779600,7796,7816,Downtrend
791000,7910,7930,Uptrend
791000,7910,7930,Uptrend
791000,7910,7930,Uptrend
795700,7957,7977,Uptrend
795700,7957,7977,Uptrend
811800,8118,8138,Uptrend
811800,8118,8138,Uptrend
817200,8172,8192,Uptrend
818700,8187,8207,Downtrend
830300,8303,8323,Uptrend
846000,8460,8480,Uptrend
871500,8715,8735,Downtrend
871500,8715,8735,Downtrend
874100,8741,8761,Downtrend
874100,8741,8761,Downtrend
896800,8968,8988,Downtrend
896800,8968,8988,Downtrend
900700,9007,9027,Uptrend
900700,9007,9027,Uptrend
901600,9016,9036,Downtrend
902600,9026,9046,Uptrend
902600,9026,9046,Uptrend
914700,9147,9167,Uptrend
931200,9312,9332,Downtrend
933000,9330,9350,Downtrend
952200,9522,9542,Downtrend
952200,9522,9542,Downtrend
952600,9526,9546,Downtrend
952600,9526,9546,Downtrend
952600,9526,9546,Downtrend
963000,9630,9650,Uptrend
963000,9630,9650,Uptrend
971900,9719,9739,Downtrend
971900,9719,9739,Downtrend
975900,9759,9779,Downtrend
975900,9759,9779,Downtrend
983500,9835,9855,Downtrend
983500,9835,9855,Downtrend
988100,9881,9901,Uptrend
994700,9947,9967,Downtrend
994700,9947,9967,Downtrend
998400,9984,10004,
2400,24,44,Downtrend
2400,24,44,Downtrend
2700,27,47,Downtrend
2700,27,47,Downtrend
26500,265,285,Downtrend
26900,269,289,Uptrend
26900,269,289,Uptrend
32900,329,349,Downtrend
32900,329,349,Downtrend
46100,461,481,Uptrend
46100,461,481,Uptrend
47900,479,499,Downtrend
47900,479,499,Downtrend
57100,571,591,Downtrend
57100,571,591,Downtrend
60000,600,620,Downtrend
61200,612,632,Uptrend
61200,612,632,Uptrend
61200,612,632,Uptrend
61200,612,632,Uptrend
64800,648,668,Downtrend
65400,654,674,Downtrend
65400,654,674,Downtrend
65400,654,674,Downtrend
65400,654,674,Downtrend
76700,767,787,Uptrend
76700,767,787,Uptrend
78000,780,800,Downtrend
78000,780,800,Downtrend
82600,826,846,Downtrend
82600,826,846,Downtrend
92300,923,943,Uptrend
92300,923,943,Uptrend
108400,1084,1104,Downtrend
108400,1084,1104,Downtrend
120400,1204,1224,Downtrend
120900,1209,1229,Downtrend
124100,1241,1261,Downtrend
124100,1241,1261,Downtrend
124100,1241,1261,Downtrend
124100,1241,1261,Downtrend
128600,1286,1306,Downtrend
128600,1286,1306,Downtrend
145700,1457,1477,Downtrend
145700,1457,1477,Downtrend
160600,1606,1626,Downtrend
160600,1606,1626,Downtrend
175300,1753,1773,Downtrend
175300,1753,1773,Downtrend
175300,1753,1773,Downtrend
180000,1800,1820,Downtrend
180000,1800,1820,Downtrend
185400,1854,1874,Uptrend
185400,1854,1874,Uptrend
186400,1864,1884,Downtrend
186400,1864,1884,Downtrend
193700,1937,1957,Downtrend
197100,1971,1991,Downtrend
204200,2042,2062,Uptrend
211400,2114,2134,Uptrend
211400,2114,2134,Uptrend
222700,2227,2247,Uptrend
222700,2227,2247,Uptrend
223400,2234,2254,Downtrend
223400,2234,2254,Downtrend
228300,2283,2303,Downtrend
228500,2285,2305,Downtrend
228500,2285,2305,Downtrend
237200,2372,2392,Downtrend
242400,2424,2444,Downtrend
242400,2424,2444,Downtrend
243400,2434,2454,Downtrend
254200,2542,2562,Uptrend
254200,2542,2562,Uptrend
265800,2658,2678,Uptrend
265800,2658,2678,Uptrend
269200,2692,2712,Uptrend
269200,2692,2712,Uptrend
273100,2731,2751,Uptrend
291100,2911,2931,Uptrend
295800,2958,2978,Uptrend
295800,2958,2978,Uptrend
297600,2976,2996,Uptrend
297600,2976,2996,Uptrend
299500,2995,3015,Uptrend
299500,2995,3015,Uptrend
300100,3001,3021,Uptrend
303300,3033,3053,Downtrend
303300,3033,3053,Downtrend
305800,3058,3078,Downtrend
305800,3058,3078,Downtrend
305800,3058,3078,Downtrend
305800,3058,3078,Downtrend
306200,3062,3082,Uptrend
312100,3121,3141,Downtrend
312100,3121,3141,Downtrend
313400,3134,3154,Uptrend
316900,3169,3189,Downtrend
316900,3169,3189,Downtrend
316900,3169,3189,Downtrend
320000,3200,3220,Uptrend
329500,3295,3315,Downtrend
330500,3305,3325,Uptrend
330500,3305,3325,Uptrend
332600,3326,3346,Downtrend
332600,3326,3346,Downtrend
345300,3453,3473,Downtrend
345300,3453,3473,Downtrend
345700,3457,3477,Downtrend
345700,3457,3477,Downtrend
348500,3485,3505,Downtrend
348500,3485,3505,Downtrend
356400,3564,3584,Downtrend
356400,3564,3584,Downtrend
356600,3566,3586,Downtrend
358400,3584,3604,Downtrend
358400,3584,3604,Downtrend
365800,3658,3678,Downtrend
365800,3658,3678,Downtrend
365800,3658,3678,Downtrend
365800,3658,3678,Downtrend
365800,3658,3678,Downtrend
366300,3663,3683,Downtrend
367700,3677,3697,Downtrend
367700,3677,3697,Downtrend
367700,3677,3697,Downtrend
371300,3713,3733,Downtrend
371300,3713,3733,Downtrend
374700,3747,3767,Uptrend
374700,3747,3767,Uptrend
374900,3749,3769,Uptrend
378300,3783,3803,Downtrend
378300,3783,3803,Downtrend
378300,3783,3803,Downtrend
378300,3783,3803,Downtrend
379900,3799,3819,Uptrend
379900,3799,3819,Uptrend
387800,3878,3898,Downtrend
387800,3878,3898,Downtrend
388000,3880,3900,Downtrend
389800,3898,3918,Uptrend
389800,3898,3918,Uptrend
393200,3932,3952,Downtrend
393200,3932,3952,Downtrend
394700,3947,3967,Uptrend
394700,3947,3967,Uptrend
396300,3963,3983,Downtrend
396300,3963,3983,Downtrend
408900,4089,4109,Downtrend
410700,4107,4127,Downtrend
416600,4166,4186,Uptrend
421100,4211,4231,Downtrend
429500,4295,4315,Downtrend
429500,4295,4315,Downtrend
429500,4295,4315,Downtrend
429500,4295,4315,Downtrend
440900,4409,4429,Downtrend
442900,4429,4449,Uptrend
442900,4429,4449,Uptrend
443600,4436,4456,Uptrend
445700,4457,4477,Uptrend
445700,4457,4477,Uptrend
445700,4457,4477,Uptrend
455100,4551,4571,Uptrend
455100,4551,4571,Uptrend
457300,4573,4593,Uptrend
461800,4618,4638,Uptrend
468000,4680,4700,Uptrend
468000,4680,4700,Uptrend
478200,4782,4802,Uptrend
478200,4782,4802,Uptrend
480000,4800,4820,Uptrend
502400,5024,5044,Uptrend
513200,5132,5152,Downtrend
516700,5167,5187,Uptrend
516700,5167,5187,Uptrend
516700,5167,5187,Uptrend
523600,5236,5256,Downtrend
523600,5236,5256,Downtrend
531600,5316,5336,Uptrend
531800,5318,5338,Uptrend
547000,5470,5490,Uptrend
558800,5588,5608,Uptrend
558800,5588,5608,Uptrend
558800,5588,5608,Uptrend
573900,5739,5759,Downtrend
573900,5739,5759,Downtrend
578700,5787,5807,Uptrend
580700,5807,5827,Uptrend
580700,5807,5827,Uptrend
598600,5986,6006,Downtrend
598600,5986,6006,Downtrend
604500,6045,6065,Downtrend
605800,6058,6078,Uptrend
611700,6117,6137,Uptrend
611700,6117,6137,Uptrend
621000,6210,6230,Uptrend
623200,6232,6252,Uptrend
623200,6232,6252,Uptrend
626900,6269,6289,Uptrend
640300,6403,6423,Downtrend
644800,6448,6468,Downtrend
644800,6448,6468,Downtrend
645500,6455,6475,Downtrend
645500,6455,6475,Downtrend
650500,6505,6525,Uptrend
654000,6540,6560,Downtrend
654000,6540,6560,Downtrend
680800,6808,6828,Downtrend
680800,6808,6828,Downtrend
685100,6851,6871,Uptrend
685100,6851,6871,Uptrend
697700,6977,6997,Downtrend
698000,6980,7000,Uptrend
698000,6980,7000,Uptrend
701000,7010,7030,Downtrend
701000,7010,7030,Downtrend
703400,7034,7054,Uptrend
703400,7034,7054,Uptrend
703400,7034,7054,Uptrend
703400,7034,7054,Uptrend
712700,7127,7147,Downtrend
720400,7204,7224,Downtrend
724500,7245,7265,Uptrend
724500,7245,7265,Uptrend
726400,7264,7284,Downtrend
726400,7264,7284,Downtrend
726400,7264,7284,Downtrend
730900,7309,7329,Uptrend
731800,7318,7338,Uptrend
734800,7348,7368,Uptrend
734800,7348,7368,Uptrend
750200,7502,7522,Downtrend
757000,7570,7590,Downtrend
764200,7642,7662,Downtrend
764200,7642,7662,Downtrend
778300,7783,7803,Uptrend
778300,7783,7803,Uptrend
778600,7786,7806,Uptrend
783100,7831,7851,Downtrend
783100,7831,7851,Downtrend
786800,7868,7888,Downtrend
786800,7868,7888,Downtrend
816500,8165,8185,Downtrend
816500,8165,8185,Downtrend
838600,8386,8406,Downtrend
838600,8386,8406,Downtrend
858700,8587,8607,Uptrend
858700,8587,8607,Uptrend
874600,8746,8766,Downtrend
874600,8746,8766,Downtrend
881500,8815,8835,Downtrend
883300,8833,8853,Uptrend
887100,8871,8891,Uptrend
887100,8871,8891,Uptrend
894100,8941,8961,Uptrend
894100,8941,8961,Uptrend
900300,9003,9023,Uptrend
901000,9010,9030,Uptrend
901000,9010,9030,Uptrend
904600,9046,9066,Uptrend
926800,9268,9288,Downtrend
926800,9268,9288,Downtrend
929900,9299,9319,Uptrend
929900,9299,9319,Uptrend
935300,9353,9373,Downtrend
935300,9353,9373,Downtrend
935300,9353,9373,Downtrend
935300,9353,9373,Downtrend
948600,9486,9506,Downtrend
972200,9722,9742,Downtrend
972200,9722,9742,Downtrend
981700,9817,9837,Uptrend
981700,9817,9837,Uptrend
996400,9964,9984,Uptrend
996400,9964,9984,Uptrend
999200,9992,10012,
999200,9992,10012,
